instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,status
4160,2011-06-27,3,0,6,5,0,1,1,2,0.62,0.5758,0.83,0.1642,1,21,22,Non Active
4161,2011-06-27,3,0,6,6,0,1,1,2,0.62,0.5909,0.78,0.1642,4,90,94,Non Active
4162,2011-06-27,3,0,6,7,0,1,1,2,0.64,0.6061,0.73,0.2239,14,247,261,Non Active
4163,2011-06-27,3,0,6,8,0,1,1,1,0.66,0.6212,0.74,0.194,29,418,447,Non Active
4164,2011-06-27,3,0,6,9,0,1,1,2,0.72,0.6667,0.54,0.0,37,150,187,Non Active
4165,2011-06-27,3,0,6,10,0,1,1,2,0.72,0.6667,0.54,0.1343,55,95,150,Non Active
4166,2011-06-27,3,0,6,11,0,1,1,2,0.7,0.6515,0.58,0.0,55,95,150,Non Active
4167,2011-06-27,3,0,6,12,0,1,1,2,0.72,0.6667,0.54,0.0,40,130,170,Non Active
4168,2011-06-27,3,0,6,13,0,1,1,2,0.72,0.6667,0.58,0.2239,37,127,164,Non Active
4169,2011-06-27,3,0,6,14,0,1,1,2,0.72,0.6667,0.58,0.0896,58,100,158,Non Active
4170,2011-06-27,3,0,6,15,0,1,1,2,0.74,0.6818,0.55,0.0,76,126,202,Non Active
4171,2011-06-27,3,0,6,16,0,1,1,1,0.74,0.6818,0.55,0.1045,53,222,275,Non Active
4172,2011-06-27,3,0,6,17,0,1,1,1,0.74,0.6818,0.55,0.1343,90,514,604,Non Active
4173,2011-06-27,3,0,6,18,0,1,1,1,0.74,0.6667,0.51,0.0,79,512,591,Non Active
4174,2011-06-27,3,0,6,19,0,1,1,1,0.72,0.6818,0.62,0.194,56,340,396,Non Active
4175,2011-06-27,3,0,6,20,0,1,1,1,0.7,0.6515,0.65,0.1045,54,251,305,Non Active
4176,2011-06-27,3,0,6,21,0,1,1,1,0.7,0.6515,0.65,0.0,52,190,242,Non Active
4177,2011-06-27,3,0,6,22,0,1,1,1,0.68,0.6364,0.69,0.0,33,112,145,Non Active
4178,2011-06-27,3,0,6,23,0,1,1,1,0.68,0.6364,0.69,0.0,16,65,81,Non Active
4179,2011-06-28,3,0,6,0,0,2,1,2,0.66,0.6061,0.78,0.1343,5,25,30,Non Active
4180,2011-06-28,3,0,6,1,0,2,1,1,0.66,0.6212,0.74,0.0,5,8,13,Non Active
4181,2011-06-28,3,0,6,2,0,2,1,2,0.66,0.6212,0.74,0.0,2,9,11,Non Active
4182,2011-06-28,3,0,6,3,0,2,1,2,0.66,0.6212,0.74,0.0,0,2,2,Non Active
4183,2011-06-28,3,0,6,4,0,2,1,1,0.66,0.6212,0.74,0.0,1,7,8,Non Active
4184,2011-06-28,3,0,6,5,0,2,1,1,0.66,0.6061,0.78,0.0,1,20,21,Non Active
4185,2011-06-28,3,0,6,6,0,2,1,1,0.66,0.6061,0.83,0.1642,7,117,124,Non Active
4186,2011-06-28,3,0,6,7,0,2,1,1,0.68,0.6364,0.83,0.194,27,320,347,Non Active
4187,2011-06-28,3,0,6,8,0,2,1,1,0.7,0.6667,0.79,0.1642,39,417,456,Non Active
4188,2011-06-28,3,0,6,9,0,2,1,1,0.74,0.697,0.7,0.0,38,208,246,Non Active
4189,2011-06-28,3,0,6,10,0,2,1,1,0.8,0.7424,0.49,0.1642,45,112,157,Non Active
4190,2011-06-28,3,0,6,11,0,2,1,1,0.82,0.7576,0.46,0.0,49,118,167,Non Active
4191,2011-06-28,3,0,6,12,0,2,1,1,0.84,0.7727,0.47,0.2239,41,161,202,Non Active
4192,2011-06-28,3,0,6,13,0,2,1,1,0.84,0.7576,0.44,0.0,33,156,189,Non Active
4193,2011-06-28,3,0,6,14,0,2,1,1,0.86,0.7879,0.44,0.2239,43,117,160,Non Active
4194,2011-06-28,3,0,6,15,0,2,1,1,0.86,0.7879,0.41,0.0,39,127,166,Non Active
4195,2011-06-28,3,0,6,16,0,2,1,1,0.86,0.803,0.47,0.2836,41,220,261,Non Active
4196,2011-06-28,3,0,6,17,0,2,1,3,0.82,0.7879,0.56,0.2836,70,509,579,Non Active
4197,2011-06-28,3,0,6,18,0,2,1,3,0.8,0.7576,0.55,0.2985,68,436,504,Non Active
4198,2011-06-28,3,0,6,19,0,2,1,2,0.74,0.6818,0.58,0.4627,44,255,299,Non Active
4199,2011-06-28,3,0,6,20,0,2,1,1,0.74,0.6818,0.62,0.0,50,246,296,Non Active
4200,2011-06-28,3,0,6,21,0,2,1,1,0.74,0.697,0.66,0.2836,31,164,195,Non Active
4201,2011-06-28,3,0,6,22,0,2,1,1,0.7,0.6515,0.7,0.2985,30,104,134,Non Active
4202,2011-06-28,3,0,6,23,0,2,1,1,0.7,0.6515,0.7,0.2836,23,58,81,Non Active
4203,2011-06-29,3,0,6,0,0,3,1,2,0.68,0.6364,0.79,0.2836,11,25,36,Non Active
4204,2011-06-29,3,0,6,1,0,3,1,1,0.68,0.6364,0.79,0.2985,10,18,28,Non Active
4205,2011-06-29,3,0,6,2,0,3,1,1,0.66,0.6061,0.83,0.2239,7,9,16,Non Active
4206,2011-06-29,3,0,6,3,0,3,1,2,0.66,0.6061,0.83,0.1045,2,3,5,Non Active
4207,2011-06-29,3,0,6,4,0,3,1,1,0.66,0.6061,0.83,0.1045,0,5,5,Non Active
4208,2011-06-29,3,0,6,5,0,3,1,1,0.64,0.5758,0.83,0.194,3,19,22,Non Active
4209,2011-06-29,3,0,6,6,0,3,1,1,0.66,0.6212,0.69,0.2985,12,104,116,Non Active
4210,2011-06-29,3,0,6,7,0,3,1,1,0.7,0.6515,0.54,0.2239,18,318,336,Non Active
4211,2011-06-29,3,0,6,8,0,3,1,1,0.7,0.6515,0.48,0.2836,41,499,540,Non Active
4212,2011-06-29,3,0,6,9,0,3,1,1,0.72,0.6515,0.45,0.3881,32,189,221,Non Active
4213,2011-06-29,3,0,6,10,0,3,1,1,0.74,0.6667,0.42,0.2836,31,95,126,Non Active
4214,2011-06-29,3,0,6,11,0,3,1,1,0.76,0.6667,0.35,0.2239,53,117,170,Non Active
4215,2011-06-29,3,0,6,12,0,3,1,1,0.76,0.6667,0.35,0.2537,55,188,243,Non Active
4216,2011-06-29,3,0,6,13,0,3,1,1,0.8,0.697,0.31,0.3284,45,186,231,Non Active
4217,2011-06-29,3,0,6,14,0,3,1,1,0.8,0.697,0.31,0.194,50,138,188,Non Active
4218,2011-06-29,3,0,6,15,0,3,1,1,0.82,0.7121,0.3,0.1642,43,146,189,Non Active
4219,2011-06-29,3,0,6,16,0,3,1,1,0.82,0.7121,0.3,0.4179,60,268,328,Non Active
4220,2011-06-29,3,0,6,17,0,3,1,1,0.82,0.7121,0.26,0.4179,78,492,570,Non Active
4221,2011-06-29,3,0,6,18,0,3,1,1,0.8,0.697,0.29,0.2985,78,510,588,Non Active
4222,2011-06-29,3,0,6,19,0,3,1,1,0.76,0.6667,0.35,0.3881,60,341,401,Non Active
4223,2011-06-29,3,0,6,20,0,3,1,1,0.74,0.6515,0.37,0.2985,69,264,333,Non Active
4224,2011-06-29,3,0,6,21,0,3,1,1,0.72,0.6515,0.39,0.2239,26,195,221,Non Active
4225,2011-06-29,3,0,6,22,0,3,1,1,0.7,0.6364,0.42,0.194,32,151,183,Non Active
4226,2011-06-29,3,0,6,23,0,3,1,1,0.68,0.6364,0.47,0.194,32,97,129,Non Active
4227,2011-06-30,3,0,6,0,0,4,1,1,0.66,0.6212,0.5,0.1642,15,39,54,Non Active
4228,2011-06-30,3,0,6,1,0,4,1,1,0.64,0.6212,0.53,0.1343,13,19,32,Non Active
4229,2011-06-30,3,0,6,2,0,4,1,1,0.62,0.6212,0.57,0.1343,2,6,8,Non Active
4230,2011-06-30,3,0,6,3,0,4,1,1,0.6,0.6061,0.6,0.1642,2,7,9,Non Active
4231,2011-06-30,3,0,6,4,0,4,1,1,0.58,0.5455,0.64,0.1343,2,4,6,Non Active
4232,2011-06-30,3,0,6,5,0,4,1,1,0.58,0.5455,0.64,0.2537,1,24,25,Non Active
4233,2011-06-30,3,0,6,6,0,4,1,1,0.6,0.6061,0.64,0.2537,4,119,123,Non Active
4234,2011-06-30,3,0,6,7,0,4,1,1,0.62,0.6061,0.61,0.2239,29,291,320,Non Active
4235,2011-06-30,3,0,6,8,0,4,1,1,0.68,0.6364,0.47,0.2239,44,511,555,Non Active
4236,2011-06-30,3,0,6,9,0,4,1,1,0.7,0.6364,0.42,0.2239,33,227,260,Non Active
4237,2011-06-30,3,0,6,10,0,4,1,1,0.72,0.6515,0.42,0.194,35,97,132,Non Active
4238,2011-06-30,3,0,6,11,0,4,1,1,0.74,0.6515,0.37,0.1343,47,122,169,Non Active
4239,2011-06-30,3,0,6,12,0,4,1,1,0.76,0.6667,0.35,0.1642,50,183,233,Non Active
4240,2011-06-30,3,0,6,13,0,4,1,1,0.76,0.6667,0.33,0.194,70,162,232,Non Active
4241,2011-06-30,3,0,6,14,0,4,1,1,0.78,0.6818,0.31,0.194,46,117,163,Non Active
4242,2011-06-30,3,0,6,15,0,4,1,1,0.78,0.6667,0.25,0.2537,64,176,240,Non Active
4243,2011-06-30,3,0,6,16,0,4,1,1,0.8,0.697,0.26,0.1343,63,260,323,Non Active
4244,2011-06-30,3,0,6,17,0,4,1,1,0.78,0.6818,0.27,0.3582,98,496,594,Non Active
4245,2011-06-30,3,0,6,18,0,4,1,1,0.76,0.6667,0.29,0.2537,114,472,586,Non Active
4246,2011-06-30,3,0,6,19,0,4,1,1,0.74,0.6515,0.33,0.194,89,366,455,Non Active
4247,2011-06-30,3,0,6,20,0,4,1,1,0.74,0.6515,0.33,0.194,55,285,340,Non Active
4248,2011-06-30,3,0,6,21,0,4,1,1,0.72,0.6515,0.37,0.1045,81,242,323,Non Active
4249,2011-06-30,3,0,6,22,0,4,1,1,0.7,0.6364,0.42,0.1642,43,164,207,Non Active
4250,2011-06-30,3,0,6,23,0,4,1,1,0.66,0.6212,0.5,0.0,27,99,126,Non Active
4251,2011-07-01,3,0,7,0,0,5,1,1,0.66,0.6212,0.5,0.0,20,48,68,Non Active
4252,2011-07-01,3,0,7,1,0,5,1,1,0.66,0.6212,0.5,0.0,15,16,31,Non Active
4253,2011-07-01,3,0,7,2,0,5,1,1,0.62,0.6061,0.69,0.0,6,7,13,Non Active
4254,2011-07-01,3,0,7,3,0,5,1,1,0.64,0.6212,0.53,0.0,5,6,11,Non Active
4255,2011-07-01,3,0,7,4,0,5,1,1,0.62,0.6212,0.57,0.0,1,5,6,Non Active
4256,2011-07-01,3,0,7,5,0,5,1,1,0.6,0.6061,0.64,0.1343,3,27,30,Non Active
4257,2011-07-01,3,0,7,6,0,5,1,1,0.62,0.6061,0.61,0.1343,11,97,108,Non Active
4258,2011-07-01,3,0,7,7,0,5,1,1,0.66,0.6212,0.54,0.1045,25,218,243,Non Active
4259,2011-07-01,3,0,7,8,0,5,1,1,0.7,0.6364,0.42,0.1642,39,453,492,Non Active
4260,2011-07-01,3,0,7,9,0,5,1,1,0.74,0.6515,0.35,0.1642,58,202,260,Non Active
4261,2011-07-01,3,0,7,10,0,5,1,1,0.76,0.6667,0.33,0.1642,61,109,170,Non Active
4262,2011-07-01,3,0,7,11,0,5,1,1,0.8,0.697,0.26,0.0,68,146,214,Non Active
4263,2011-07-01,3,0,7,12,0,5,1,1,0.8,0.697,0.26,0.0,83,180,263,Non Active
4264,2011-07-01,3,0,7,13,0,5,1,1,0.8,0.6818,0.24,0.0,83,209,292,Non Active
4265,2011-07-01,3,0,7,14,0,5,1,1,0.82,0.697,0.23,0.194,78,225,303,Non Active
4266,2011-07-01,3,0,7,15,0,5,1,1,0.82,0.697,0.21,0.2537,82,299,381,Non Active
4267,2011-07-01,3,0,7,16,0,5,1,1,0.82,0.697,0.17,0.0,85,342,427,Non Active
4268,2011-07-01,3,0,7,17,0,5,1,1,0.82,0.697,0.21,0.194,99,362,461,Non Active
4269,2011-07-01,3,0,7,18,0,5,1,1,0.8,0.6818,0.24,0.2537,98,324,422,Non Active
4270,2011-07-01,3,0,7,19,0,5,1,1,0.78,0.6667,0.25,0.194,80,238,318,Non Active
4271,2011-07-01,3,0,7,20,0,5,1,1,0.72,0.6515,0.42,0.2239,84,185,269,Non Active
4272,2011-07-01,3,0,7,21,0,5,1,1,0.7,0.6364,0.45,0.194,69,149,218,Non Active
4273,2011-07-01,3,0,7,22,0,5,1,1,0.7,0.6364,0.42,0.0,49,173,222,Non Active
4274,2011-07-01,3,0,7,23,0,5,1,1,0.68,0.6364,0.47,0.0896,44,96,140,Non Active
4275,2011-07-02,3,0,7,0,0,6,0,1,0.68,0.6364,0.47,0.0896,31,84,115,Non Active
4276,2011-07-02,3,0,7,1,0,6,0,1,0.66,0.6212,0.54,0.0,20,58,78,Non Active
4277,2011-07-02,3,0,7,2,0,6,0,1,0.64,0.6212,0.53,0.0,9,43,52,Non Active
4278,2011-07-02,3,0,7,3,0,6,0,1,0.64,0.6212,0.53,0.0,5,21,26,Non Active
4279,2011-07-02,3,0,7,4,0,6,0,1,0.62,0.6061,0.61,0.0,3,8,11,Non Active
4280,2011-07-02,3,0,7,5,0,6,0,1,0.58,0.5455,0.73,0.1045,1,13,14,Non Active
4281,2011-07-02,3,0,7,6,0,6,0,1,0.62,0.6061,0.69,0.1045,11,21,32,Non Active
4282,2011-07-02,3,0,7,7,0,6,0,1,0.64,0.6061,0.65,0.0,10,35,45,Non Active
4283,2011-07-02,3,0,7,8,0,6,0,1,0.68,0.6364,0.57,0.0,38,94,132,Non Active
4284,2011-07-02,3,0,7,9,0,6,0,1,0.74,0.6667,0.51,0.0896,55,124,179,Non Active
4285,2011-07-02,3,0,7,10,0,6,0,1,0.8,0.7121,0.36,0.0,103,168,271,Non Active
4286,2011-07-02,3,0,7,11,0,6,0,1,0.8,0.7121,0.36,0.0896,144,213,357,Non Active
4287,2011-07-02,3,0,7,12,0,6,0,1,0.82,0.7121,0.3,0.1343,142,232,374,Non Active
4288,2011-07-02,3,0,7,13,0,6,0,1,0.82,0.7121,0.3,0.1045,178,226,404,Non Active
4289,2011-07-02,3,0,7,14,0,6,0,1,0.84,0.7121,0.2,0.0,177,215,392,Non Active
4290,2011-07-02,3,0,7,15,0,6,0,1,0.86,0.7273,0.19,0.1642,168,163,331,Non Active
4291,2011-07-02,3,0,7,16,0,6,0,1,0.88,0.7424,0.22,0.2239,206,192,398,Non Active
4292,2011-07-02,3,0,7,17,0,6,0,1,0.84,0.7273,0.3,0.2239,179,170,349,Non Active
4293,2011-07-02,3,0,7,18,0,6,0,1,0.82,0.7121,0.3,0.2836,193,190,383,Non Active
4294,2011-07-02,3,0,7,19,0,6,0,1,0.8,0.697,0.33,0.2239,156,149,305,Non Active
4295,2011-07-02,3,0,7,20,0,6,0,1,0.76,0.6818,0.45,0.2836,136,148,284,Non Active
4296,2011-07-02,3,0,7,21,0,6,0,1,0.74,0.6667,0.48,0.194,95,137,232,Non Active
4297,2011-07-02,3,0,7,22,0,6,0,1,0.72,0.6667,0.51,0.1642,78,123,201,Non Active
4298,2011-07-02,3,0,7,23,0,6,0,1,0.72,0.6667,0.54,0.2836,66,88,154,Non Active
4299,2011-07-03,3,0,7,0,0,0,0,1,0.7,0.6515,0.58,0.2239,47,97,144,Non Active
4300,2011-07-03,3,0,7,1,0,0,0,2,0.7,0.6515,0.61,0.1642,23,55,78,Non Active
4301,2011-07-03,3,0,7,2,0,0,0,1,0.7,0.6515,0.58,0.194,19,50,69,Non Active
4302,2011-07-03,3,0,7,3,0,0,0,3,0.68,0.6364,0.65,0.0896,8,25,33,Non Active
4303,2011-07-03,3,0,7,4,0,0,0,3,0.68,0.6364,0.65,0.0896,3,2,5,Non Active
4304,2011-07-03,3,0,7,5,0,0,0,3,0.62,0.5758,0.83,0.194,0,1,1,Non Active
4305,2011-07-03,3,0,7,6,0,0,0,2,0.62,0.5455,0.94,0.0896,0,3,3,Non Active
4306,2011-07-03,3,0,7,7,0,0,0,2,0.64,0.5758,0.89,0.194,3,22,25,Non Active
4307,2011-07-03,3,0,7,8,0,0,0,1,0.68,0.6364,0.79,0.2239,39,53,92,Non Active
4308,2011-07-03,3,0,7,9,0,0,0,1,0.7,0.6667,0.74,0.2537,82,99,181,Non Active
4309,2011-07-03,3,0,7,10,0,0,0,1,0.74,0.697,0.66,0.1642,131,133,264,Non Active
4310,2011-07-03,3,0,7,11,0,0,0,1,0.76,0.7121,0.62,0.1045,215,175,390,Non Active
4311,2011-07-03,3,0,7,12,0,0,0,1,0.8,0.7576,0.55,0.1045,198,206,404,Non Active
4312,2011-07-03,3,0,7,13,0,0,0,1,0.8,0.7727,0.59,0.2239,248,173,421,Non Active
4313,2011-07-03,3,0,7,14,0,0,0,1,0.82,0.7879,0.56,0.2537,225,150,375,Non Active
4314,2011-07-03,3,0,7,15,0,0,0,1,0.84,0.803,0.53,0.2985,194,182,376,Non Active
4315,2011-07-03,3,0,7,16,0,0,0,1,0.84,0.803,0.53,0.2985,195,219,414,Non Active
4316,2011-07-03,3,0,7,17,0,0,0,3,0.8,0.7424,0.49,0.8507,181,177,358,Non Active
4317,2011-07-03,3,0,7,18,0,0,0,3,0.8,0.7424,0.49,0.8507,74,107,181,Non Active
4318,2011-07-03,3,0,7,19,0,0,0,2,0.66,0.6061,0.83,0.194,100,83,183,Non Active
4319,2011-07-03,3,0,7,20,0,0,0,3,0.66,0.6061,0.83,0.0,83,93,176,Non Active
4320,2011-07-03,3,0,7,21,0,0,0,2,0.66,0.6061,0.83,0.1642,75,92,167,Non Active
4321,2011-07-03,3,0,7,22,0,0,0,2,0.66,0.6061,0.78,0.1045,69,93,162,Non Active
4322,2011-07-03,3,0,7,23,0,0,0,1,0.64,0.5758,0.83,0.1642,70,77,147,Non Active
4323,2011-07-04,3,0,7,0,1,1,0,1,0.64,0.5758,0.83,0.1343,63,77,140,Non Active
4324,2011-07-04,3,0,7,1,1,1,0,1,0.64,0.5758,0.83,0.0896,43,76,119,Non Active
4325,2011-07-04,3,0,7,2,1,1,0,1,0.64,0.5758,0.83,0.0,33,30,63,Non Active
4326,2011-07-04,3,0,7,3,1,1,0,1,0.64,0.5909,0.78,0.0,13,13,26,Non Active
4327,2011-07-04,3,0,7,4,1,1,0,2,0.66,0.6061,0.78,0.0896,8,4,12,Non Active
4328,2011-07-04,3,0,7,5,1,1,0,2,0.64,0.5758,0.83,0.1343,1,3,4,Non Active
4329,2011-07-04,3,0,7,6,1,1,0,1,0.64,0.5758,0.89,0.1642,5,11,16,Non Active
4330,2011-07-04,3,0,7,7,1,1,0,1,0.66,0.6061,0.83,0.1343,17,19,36,Non Active
4331,2011-07-04,3,0,7,8,1,1,0,1,0.7,0.6667,0.74,0.1045,42,44,86,Non Active
4332,2011-07-04,3,0,7,9,1,1,0,2,0.72,0.6818,0.66,0.0896,142,96,238,Non Active
4333,2011-07-04,3,0,7,10,1,1,0,2,0.76,0.697,0.55,0.0896,166,114,280,Non Active
4334,2011-07-04,3,0,7,11,1,1,0,2,0.76,0.697,0.55,0.0896,177,172,349,Non Active
4335,2011-07-04,3,0,7,12,1,1,0,2,0.78,0.7121,0.52,0.0,237,210,447,Non Active
4336,2011-07-04,3,0,7,13,1,1,0,2,0.78,0.7121,0.49,0.0,242,181,423,Non Active
4337,2011-07-04,3,0,7,14,1,1,0,1,0.8,0.7273,0.46,0.0,235,173,408,Non Active
4338,2011-07-04,3,0,7,15,1,1,0,1,0.82,0.7424,0.43,0.0896,224,184,408,Non Active
4339,2011-07-04,3,0,7,16,1,1,0,1,0.82,0.7424,0.41,0.0,236,216,452,Non Active
4340,2011-07-04,3,0,7,17,1,1,0,1,0.8,0.7273,0.46,0.0,240,196,436,Non Active
4341,2011-07-04,3,0,7,18,1,1,0,1,0.8,0.7273,0.46,0.1343,222,196,418,Non Active
4342,2011-07-04,3,0,7,19,1,1,0,2,0.78,0.7121,0.49,0.1642,170,205,375,Non Active
4343,2011-07-04,3,0,7,20,1,1,0,2,0.76,0.697,0.55,0.1045,195,191,386,Non Active
4344,2011-07-04,3,0,7,21,1,1,0,2,0.74,0.6818,0.62,0.1045,195,262,457,Non Active
4345,2011-07-04,3,0,7,22,1,1,0,2,0.74,0.6818,0.62,0.1343,115,211,326,Non Active
4346,2011-07-04,3,0,7,23,1,1,0,2,0.72,0.6818,0.7,0.1045,44,94,138,Non Active
4347,2011-07-05,3,0,7,0,0,2,1,2,0.7,0.6515,0.65,0.1642,19,36,55,Non Active
4348,2011-07-05,3,0,7,1,0,2,1,1,0.7,0.6515,0.65,0.1045,15,24,39,Non Active
4349,2011-07-05,3,0,7,2,0,2,1,1,0.66,0.6212,0.74,0.0896,8,5,13,Non Active
4350,2011-07-05,3,0,7,3,0,2,1,1,0.66,0.6212,0.74,0.2239,1,7,8,Non Active
4351,2011-07-05,3,0,7,4,0,2,1,1,0.66,0.6212,0.69,0.1642,1,4,5,Non Active
4352,2011-07-05,3,0,7,5,0,2,1,1,0.66,0.6212,0.69,0.0,1,19,20,Non Active
4353,2011-07-05,3,0,7,6,0,2,1,1,0.66,0.6212,0.74,0.0896,3,91,94,Non Active
4354,2011-07-05,3,0,7,7,0,2,1,1,0.7,0.6515,0.65,0.0896,22,248,270,Non Active
4355,2011-07-05,3,0,7,8,0,2,1,1,0.72,0.6818,0.62,0.1343,41,391,432,Non Active
4356,2011-07-05,3,0,7,9,0,2,1,1,0.74,0.6818,0.58,0.1343,50,177,227,Non Active
4357,2011-07-05,3,0,7,10,0,2,1,1,0.76,0.697,0.52,0.1045,55,84,139,Non Active
4358,2011-07-05,3,0,7,11,0,2,1,1,0.78,0.697,0.46,0.1045,75,97,172,Non Active
4359,2011-07-05,3,0,7,12,0,2,1,1,0.8,0.7273,0.43,0.1045,71,130,201,Non Active
4360,2011-07-05,3,0,7,13,0,2,1,1,0.82,0.7424,0.43,0.1045,67,136,203,Non Active
4361,2011-07-05,3,0,7,14,0,2,1,1,0.8,0.7424,0.49,0.1642,66,112,178,Non Active
4362,2011-07-05,3,0,7,15,0,2,1,1,0.82,0.7424,0.43,0.0,51,111,162,Non Active
4363,2011-07-05,3,0,7,16,0,2,1,1,0.82,0.7576,0.46,0.1045,79,202,281,Non Active
4364,2011-07-05,3,0,7,17,0,2,1,1,0.82,0.7576,0.46,0.1045,79,466,545,Non Active
4365,2011-07-05,3,0,7,18,0,2,1,1,0.8,0.7576,0.55,0.1642,70,426,496,Non Active
4366,2011-07-05,3,0,7,19,0,2,1,1,0.8,0.7727,0.59,0.1343,71,297,368,Non Active
4367,2011-07-05,3,0,7,20,0,2,1,1,0.76,0.7273,0.66,0.1045,59,225,284,Non Active
4368,2011-07-05,3,0,7,21,0,2,1,1,0.78,0.7424,0.62,0.2537,77,168,245,Non Active
4369,2011-07-05,3,0,7,22,0,2,1,1,0.76,0.7273,0.66,0.2239,31,124,155,Non Active
4370,2011-07-05,3,0,7,23,0,2,1,1,0.74,0.697,0.66,0.1642,19,54,73,Non Active
4371,2011-07-06,3,0,7,0,0,3,1,1,0.72,0.697,0.74,0.194,11,26,37,Non Active
4372,2011-07-06,3,0,7,1,0,3,1,1,0.7,0.6667,0.74,0.1343,4,11,15,Non Active
4373,2011-07-06,3,0,7,2,0,3,1,1,0.7,0.6667,0.79,0.0896,1,4,5,Non Active
4374,2011-07-06,3,0,7,3,0,3,1,1,0.7,0.6667,0.79,0.0,0,6,6,Non Active
4375,2011-07-06,3,0,7,4,0,3,1,2,0.68,0.6364,0.83,0.0896,0,6,6,Non Active
4376,2011-07-06,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.0896,5,30,35,Non Active
4377,2011-07-06,3,0,7,6,0,3,1,1,0.7,0.6667,0.79,0.0896,9,112,121,Non Active
4378,2011-07-06,3,0,7,7,0,3,1,2,0.72,0.697,0.79,0.0,24,288,312,Non Active
4379,2011-07-06,3,0,7,8,0,3,1,2,0.72,0.697,0.74,0.1045,31,397,428,Non Active
4380,2011-07-06,3,0,7,9,0,3,1,3,0.7,0.6667,0.79,0.194,31,158,189,Non Active
4381,2011-07-06,3,0,7,10,0,3,1,3,0.7,0.6667,0.79,0.0896,13,30,43,Non Active
4382,2011-07-06,3,0,7,11,0,3,1,2,0.72,0.697,0.74,0.0,24,103,127,Non Active
4383,2011-07-06,3,0,7,12,0,3,1,2,0.74,0.697,0.66,0.0896,38,114,152,Non Active
4384,2011-07-06,3,0,7,13,0,3,1,2,0.74,0.697,0.7,0.1045,33,107,140,Non Active
4385,2011-07-06,3,0,7,14,0,3,1,1,0.76,0.7273,0.66,0.2836,50,113,163,Non Active
4386,2011-07-06,3,0,7,15,0,3,1,1,0.76,0.7273,0.7,0.2836,55,130,185,Non Active
4387,2011-07-06,3,0,7,16,0,3,1,1,0.76,0.7273,0.7,0.2537,57,218,275,Non Active
4388,2011-07-06,3,0,7,17,0,3,1,1,0.78,0.7424,0.59,0.2239,79,517,596,Non Active
4389,2011-07-06,3,0,7,18,0,3,1,1,0.76,0.7121,0.62,0.194,77,486,563,Non Active
4390,2011-07-06,3,0,7,19,0,3,1,1,0.74,0.697,0.7,0.2239,71,323,394,Non Active
4391,2011-07-06,3,0,7,20,0,3,1,1,0.72,0.697,0.74,0.2537,55,257,312,Non Active
4392,2011-07-06,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.194,66,175,241,Non Active
4393,2011-07-06,3,0,7,22,0,3,1,1,0.7,0.6667,0.79,0.194,30,156,186,Non Active
4394,2011-07-06,3,0,7,23,0,3,1,1,0.68,0.6364,0.83,0.2239,20,78,98,Non Active
4395,2011-07-07,3,0,7,0,0,4,1,1,0.66,0.5909,0.89,0.1343,6,29,35,Non Active
4396,2011-07-07,3,0,7,1,0,4,1,1,0.66,0.5909,0.89,0.194,2,14,16,Non Active
4397,2011-07-07,3,0,7,2,0,4,1,1,0.66,0.5909,0.89,0.194,1,7,8,Non Active
4398,2011-07-07,3,0,7,3,0,4,1,1,0.64,0.5606,0.94,0.1045,2,2,4,Non Active
4399,2011-07-07,3,0,7,4,0,4,1,1,0.64,0.5758,0.89,0.1045,0,4,4,Non Active
4400,2011-07-07,3,0,7,5,0,4,1,1,0.64,0.5758,0.89,0.1045,2,30,32,Non Active
4401,2011-07-07,3,0,7,6,0,4,1,2,0.64,0.5758,0.89,0.1343,11,107,118,Non Active
4402,2011-07-07,3,0,7,7,0,4,1,2,0.66,0.5909,0.89,0.1045,13,279,292,Non Active
4403,2011-07-07,3,0,7,8,0,4,1,2,0.7,0.6667,0.79,0.194,28,415,443,Non Active
4404,2011-07-07,3,0,7,9,0,4,1,1,0.74,0.697,0.7,0.1642,25,154,179,Non Active
4405,2011-07-07,3,0,7,10,0,4,1,1,0.78,0.7424,0.62,0.0,29,72,101,Non Active
4406,2011-07-07,3,0,7,11,0,4,1,1,0.82,0.7727,0.52,0.1343,30,112,142,Non Active
4407,2011-07-07,3,0,7,12,0,4,1,1,0.84,0.7727,0.41,0.0,32,139,171,Non Active
4408,2011-07-07,3,0,7,13,0,4,1,1,0.86,0.7879,0.41,0.0,48,107,155,Non Active
4409,2011-07-07,3,0,7,14,0,4,1,1,0.86,0.7879,0.41,0.2537,39,121,160,Non Active
4410,2011-07-07,3,0,7,15,0,4,1,1,0.86,0.7879,0.41,0.2537,47,119,166,Non Active
4411,2011-07-07,3,0,7,16,0,4,1,1,0.86,0.7727,0.39,0.2239,47,218,265,Non Active
4412,2011-07-07,3,0,7,17,0,4,1,1,0.86,0.7576,0.36,0.2537,80,489,569,Non Active
4413,2011-07-07,3,0,7,18,0,4,1,1,0.84,0.7576,0.44,0.2985,70,492,562,Non Active
4414,2011-07-07,3,0,7,19,0,4,1,1,0.82,0.7727,0.52,0.2836,79,286,365,Non Active
